Gator,Longitudinal_wp,Longitudinal_nwp,Patch_area,Patch_number,Wp_length,Transverse_length_gt183,Rutting,Friction,Initial_IRI,Bc_asphalt_layer_modulus,Bc_friction_layer_modulus,Hydraulic_conductivity,Mon_precip_avg,Freeze_index_avg,Kesal,Kesal_exp_2,Age,Asphalt_specific_gravity,Aggregate_comp_percent
4.313781936531054,4.992986393969996,5.29793462202595,0.5,0.0,15.016489777956721,0.0,5.859497287122277,33.35714285714279,0.770116192824475,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,4.698248423992278,1.022550151975684,100.0
10.566862765389828,5.159777143319126,20.146160428124894,0.5,0.0,44.18213183367881,0.0,6.505644187626136,23.71428571428564,0.770116192824475,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,6.176718207766073,1.022550151975684,100.0
12.97545686243173,5.224022468994347,25.865477034918584,0.5,0.0,55.41630506995696,0.0,6.7545304011535485,19.999999999999915,0.770116192824475,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,6.746202865219683,1.022550151975684,100.0
20.027542463866904,5.412125369649201,42.610976138463506,0.5,0.0,88.30866805502131,0.0,7.4832405167217875,9.1249999999999,0.770116192824475,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,8.413588232475684,1.022550151975684,100.0
26.19956483753677,5.576754016691953,57.266724943372296,0.5,0.0,117.09623697298409,0.0,8.121011438885779,-0.3928571428572525,0.770116192824475,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,9.872892667200556,1.022550151975684,100.0
30.379865169422,5.6882567213494255,67.193038861894,0.5,0.0,136.59400879171682,0.0,8.55297260755595,-6.839285714285822,0.770116192824475,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,10.861277096723411,1.022550151975684,100.0
34.143293446049945,5.78864004271696,76.12947106000911,0.5,0.0,154.14740447340142,0.0,8.941857316192529,-12.642857142857268,0.770116192824475,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,11.751096873994674,1.022550151975684,100.0
39.40051325401642,5.92886782087345,88.61297942291452,0.5,0.0,178.66814797950852,0.0,9.485099339949477,-20.750000000000128,0.770116192824475,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,12.994106655167455,1.022550151975684,100.0
43.70819115834135,6.043768114869518,98.84175720044935,0.5,0.0,198.7600347290059,0.0,9.930222760296578,-27.39285714285728,0.770116192824475,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,14.012608061767182,1.022550151975684,100.0
-0.2116391701530453,1.0,0.2492354878463825,0.5,0.0,0.3087555124284398,0.0,6.972068087846682,36.142857142857096,0.5999116958088178,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,4.698248423992278,1.022550151975684,100.0
1.2798327436653791,1.0,3.761678167995553,0.5,0.0,7.505997277730646,0.0,7.491129489094857,27.78571428571422,0.5999116958088178,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,6.176718207766073,1.022550151975684,100.0
1.854325628988032,1.0,5.114619052201162,0.5,0.0,10.278268179921128,0.0,7.691064251057117,24.56666666666659,0.5999116958088178,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,6.746202865219683,1.022550151975684,100.0
2.091856341188744,1.0,5.674008071632326,0.5,0.0,11.424495572172956,0.0,7.773729585329972,23.235714285714213,0.5999116958088178,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,6.981662867820695,1.022550151975684,100.0
3.536374509572145,1.0,9.075873852591616,0.5,0.0,18.395157504123066,0.0,8.276450164687,15.141666666666579,0.5999116958088178,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,8.413588232475684,1.022550151975684,100.0
5.008512528211441,1.0,12.54278486836848,0.5,0.0,25.499101690986166,0.0,8.78878299221529,6.892857142857046,0.5999116958088178,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,9.872892667200556,1.022550151975684,100.0
6.0055891224493125,1.0,14.890917845283015,0.5,0.0,30.310591093345604,0.0,9.135785151197863,1.3059523809522773,0.5999116958088178,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,10.861277096723411,1.022550151975684,100.0
6.903234255765959,1.0,17.004887976854278,0.5,0.0,34.642264378018226,0.0,9.448183216763898,-3.723809523809635,0.5999116958088178,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,11.751096873994674,1.022550151975684,100.0
8.157175457383671,1.0,19.95794163757229,0.5,0.0,40.69327875106861,0.0,9.884579283739212,-10.750000000000126,0.5999116958088178,52.34346841470218,71.51665246581324,9945.68555849306,41.802987352812906,17.799766429557273,547.4040706749079,299651.21659145947,12.994106655167455,1.022550151975684,100.0
